YY MM DD HH 11502 10304 20203
1980 2 1 0 -40 -40 -40
1980 2 1 3 1.2176459627329193 -3.153 4.012
1980 2 1 6 0.8838806935817806 -3.609 3.192
1980 2 1 9 0.22743193581780533 -3.171 1.746
1980 2 1 12 0.6597186853002072 -2.019 -1.484
1980 2 1 15 0.047222567287784664 -1.707 -1.379
1980 2 1 18 -1.0459415113871635 -2.927 -2.522
1980 2 1 21 -2.0457347308488614 -3.564 -3.681
1980 2 2 0 -1.6448121118012422 -6.425 -1.298
1980 2 2 3 -2.4257655279503108 -7.169 -0.302
1980 2 2 6 -4.278203933747412 -6.898 0.43
1980 2 2 9 -2.4886772774327124 -6.134 1.808
1980 2 2 12 0.48373964803312625 -3.564 2.743
1980 2 2 15 1.49244099378882 -0.001 3.486
1980 2 2 18 0.918812629399586 -2.014 4.219
1980 2 2 21 1.0195802277432713 -3.687 4.166
1980 2 3 0 0.8563747412008282 -4.127 3.638
1980 2 3 3 0.46436076604554866 -4.295 4.411
1980 2 3 6 -0.5917541407867496 -4.36 3.899
1980 2 3 9 -0.2216042960662526 -3.557 3.377
1980 2 3 12 1.136944099378882 -2.015 1.905
1980 2 3 15 2.0238778467908904 0.292 2.641
1980 2 3 18 0.6216537267080745 -2.055 2.608
1980 2 3 21 0.1799673913043478 -3.064 2.479
1980 2 4 0 1.0352859730848862 -2.544 1.456
1980 2 4 3 1.4806977225672877 -2.748 3.131
1980 2 4 6 1.6368879399585923 -2.603 4.338
1980 2 4 9 3.4182774327122156 -2.055 2.905
1980 2 4 12 3.8123286749482403 -0.84 1.886
1980 2 4 15 4.070005952380953 0.321 1.974
1980 2 4 18 2.7948141821946173 -1.168 1.528
1980 2 4 21 1.180310817805383 -1.929 0.955
1980 2 5 0 0.9214404761904762 -1.105 3.593
1980 2 5 3 3.3127062629399586 -1.342 3.399
1980 2 5 6 4.011823757763976 -1.227 3.83
1980 2 5 9 4.4224648033126295 -0.85 5.293
1980 2 5 12 5.815472567287785 1.44 7.049
1980 2 5 15 5.8757994306418215 2.502 8.011
1980 2 5 18 2.8901625258799175 0.2 6.247
1980 2 5 21 1.580424430641822 -1.76 5.675
1980 2 6 0 1.1623022774327123 -1.157 5.435
1980 2 6 3 0.764840579710145 -2.186 4.571
1980 2 6 6 1.8591961697722568 -2.889 4.485
1980 2 6 9 1.2638297101449276 -2.216 4.515
1980 2 6 12 4.213645186335404 2.074 5.675
1980 2 6 15 5.558239389233955 3.41 6.263
1980 2 6 18 2.3435830745341617 0.391 4.955
1980 2 6 21 -0.9676361283643893 -1.727 3.737
1980 2 7 0 1.0397675983436854 -3.467 4.856
1980 2 7 3 0.7132021221532091 -3.888 4.186
1980 2 7 6 0.6719912008281574 -3.677 3.671
1980 2 7 9 0.4078017598343685 -3.019 3.716
1980 2 7 12 1.7098783643892341 1.906 4.583
1980 2 7 15 1.5188796583850932 4.202 6.506
1980 2 7 18 0.9357432712215322 0.258 5.372
1980 2 7 21 -0.04070781573498965 -1.476 4.738
1980 2 8 0 0.48297774327122156 -3.259 4.308
1980 2 8 3 -0.04797851966873707 -4.168 4.395
1980 2 8 6 -1.0110812629399586 -4.571 3.569
1980 2 8 9 -0.4529790372670808 -3.728 2.377
1980 2 8 12 2.207376293995859 1.293 3.98
1980 2 8 15 5.022009575569358 4.118 5.676
1980 2 8 18 2.779241977225673 -0.404 6.035
1980 2 8 21 -0.4263268633540373 -2.583 4.813
